tract,age_sex_totals,estimate,moe,geometry
8,total_65_69,252,74,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
8,total_70_74,142,66,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
8,total_75_79,56,39,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
8,total_80_84,51,33,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
8,total_85_older,24,28,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
8,total_male,NA,NA,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
8,total_female,2226,347,"list(list(c(-78.823729, -78.823728, -78.823727, -78.823716, -78.823682, -78.823675, -78.823637, -78.823608, -78.822706, -78.820019, -78.818517, -78.817839, -78.817588, -78.816756, -78.815131, -78.814978, -78.812527, -78.812502, -78.810105, -78.808165, -78.805386, -78.805948, -78.808722, -78.808976, -78.814991, -78.814977, -78.82045, -78.820439, -78.820439, -78.823732, -78.823729, 42.844967, 42.845342, 42.845919, 42.846924, 42.849596, 42.850486, 42.853883, 42.85606, 42.855892, 42.853918, 42.852799, 
42.852298, 42.852114, 42.851496, 42.850286, 42.850172, 42.848349, 42.84833, 42.846523, 42.844905, 42.842532, 42.842317, 42.841869, 42.842691, 42.842771, 42.843583, 42.843645, 42.844435, 42.84448, 42.844515, 42.844967)))"
24,total_under_5,148,100,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_5_9,139,129,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_10_14,160,103,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_15_19,365,123,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_20_24,269,147,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_25_29,123,77,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_30_34,123,87,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_35_39,127,82,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_40_44,219,105,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_45_49,237,119,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_50_54,248,95,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_55_59,338,204,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_60_64,285,103,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_65_69,170,65,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_70_74,184,114,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_75_79,89,73,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_80_84,16,16,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_85_older,45,27,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_male,NA,NA,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
24,total_female,1632,293,"list(list(c(-78.825936, -78.817696, -78.81397, -78.807064, -78.805762, -78.804793, -78.803527, -78.802853, -78.799269, -78.799315, -78.799359, -78.799355, -78.80117, -78.803716, -78.807479, -78.809586, -78.816505, -78.817351, -78.816724, -78.822878, -78.825589, -78.825921, -78.825936, 42.895342, 42.896453, 42.896936, 42.897813, 42.897727, 42.897607, 42.897897, 42.898172, 42.898769, 42.895575, 42.891036, 42.889778, 42.889774, 42.889768, 42.889753, 42.889746, 42.889659, 42.891798, 42.89303, 42.890363, 
42.888613, 42.890664, 42.895342)))"
31,total_under_5,147,105,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_5_9,154,128,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_10_14,118,86,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_15_19,106,88,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_20_24,59,39,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_25_29,212,98,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_30_34,246,115,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_35_39,55,59,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_40_44,97,73,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_45_49,192,130,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_50_54,118,71,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_55_59,221,68,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
31,total_60_64,258,143,"list(list(c(-78.86929, -78.868971, -78.86848, -78.866073, -78.862566, -78.861488, -78.859741, -78.856208, -78.853974, -78.852752, -78.849152, -78.848073, -78.845951, -78.844625, -78.844619, -78.845843, -78.847083, -78.848664, -78.853953, -78.853956, -78.856047, -78.859079, -78.86112, -78.863149, -78.864183, -78.865533, -78.866949, -78.867215, -78.868385, -78.870752, -78.86929, 42.901288, 42.90221, 42.903708, 42.903985, 42.903948, 42.903933, 42.903909, 42.903866, 42.903838, 42.90382, 42.903775, 42.903758, 
42.903735, 42.903719, 42.900109, 42.899586, 42.899066, 42.898391, 42.89617, 42.89659, 42.896652, 42.896684, 42.896707, 42.896732, 42.896744, 42.896946, 42.896529, 42.896434, 42.896794, 42.896774, 42.901288)))"
