tract,age_sex_totals,estimate,moe,geometry
69.01,total_45_49,165,118,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_50_54,300,152,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_55_59,240,87,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_60_64,248,101,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_65_69,74,48,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_70_74,23,22,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_75_79,111,142,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_80_84,9,14,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_85_older,37,35,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_male,NA,NA,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_female,1908,356,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
61,total_under_5,450,208,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_5_9,445,150,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_10_14,386,184,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_15_19,242,109,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_20_24,451,188,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_25_29,858,335,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_30_34,437,171,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_35_39,253,114,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_40_44,176,97,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_45_49,336,190,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_50_54,209,89,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_55_59,192,77,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_60_64,169,78,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_65_69,118,52,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_70_74,36,30,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
61,total_75_79,24,22,"list(list(c(-78.9056972647797, -78.904573, -78.901526, -78.900094, -78.899964, -78.899734, -78.896535, -78.89642, -78.895065, -78.895186, -78.892727, -78.892605, -78.891386, -78.890142, -78.887679, -78.887916, -78.88814, -78.888136, -78.888221, -78.887387, -78.888169, -78.888792, -78.891591, -78.892701, -78.892776, -78.893526, -78.896256, -78.898233, -78.899707, -78.90168, -78.902648, -78.9058372647374, -78.9056972647797, 42.9211463811257, 42.920953, 42.920792, 42.920759, 42.920812, 42.92096, 42.921152, 
42.922075, 42.921979, 42.921036, 42.921063, 42.922011, 42.922028, 42.922043, 42.922073, 42.920195, 42.918507, 42.916819, 42.916088, 42.915367, 42.914965, 42.914649, 42.913229, 42.91266, 42.912621, 42.912659, 42.912833, 42.913457, 42.913043, 42.913032, 42.912827, 42.913058354726, 42.9211463811257)))"
